class,video_path,video_name
label,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/label/31976.mp4,31976.mp4
label,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/label/31978.mp4,31978.mp4
label,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/label/31981.mp4,31981.mp4
label,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/label/66006.mp4,66006.mp4
label,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/label/31984.mp4,31984.mp4
label,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/label/31979.mp4,31979.mp4
favorite,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/favorite/65694.mp4,65694.mp4
favorite,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/favorite/21312.mp4,21312.mp4
favorite,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/favorite/21303.mp4,21303.mp4
favorite,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/favorite/21304.mp4,21304.mp4
favorite,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/favorite/21309.mp4,21309.mp4
dye,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/dye/18091.mp4,18091.mp4
dye,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/dye/18096.mp4,18096.mp4
dye,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/dye/18095.mp4,18095.mp4
dye,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/dye/18094.mp4,18094.mp4
dye,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/dye/18092.mp4,18092.mp4
dye,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/dye/18093.mp4,18093.mp4
moon,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/moon/66142.mp4,66142.mp4
moon,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/moon/36779.mp4,36779.mp4
moon,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/moon/36781.mp4,36781.mp4
moon,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/moon/36783.mp4,36783.mp4
moon,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/moon/36780.mp4,36780.mp4
moon,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/moon/36791.mp4,36791.mp4
moon,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/moon/36782.mp4,36782.mp4
preacher,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/preacher/44143.mp4,44143.mp4
preacher,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/preacher/44141.mp4,44141.mp4
preacher,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/preacher/44146.mp4,44146.mp4
microphone,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/microphone/35928.mp4,35928.mp4
microphone,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/microphone/35931.mp4,35931.mp4
microphone,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/microphone/35925.mp4,35925.mp4
microphone,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/microphone/35923.mp4,35923.mp4
microphone,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/microphone/35924.mp4,35924.mp4
get up,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/get up/24498.mp4,24498.mp4
get up,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/get up/24502.mp4,24502.mp4
get up,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/get up/24500.mp4,24500.mp4
get up,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/get up/65814.mp4,65814.mp4
get up,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/get up/24503.mp4,24503.mp4
get up,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/get up/24499.mp4,24499.mp4
get up,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/get up/24501.mp4,24501.mp4
personality,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/personality/42220.mp4,42220.mp4
personality,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/personality/42214.mp4,42214.mp4
personality,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/personality/42215.mp4,42215.mp4
personality,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/personality/42217.mp4,42217.mp4
arrogant,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/arrogant/03454.mp4,03454.mp4
arrogant,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/arrogant/03448.mp4,03448.mp4
arrogant,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/arrogant/03450.mp4,03450.mp4
arrogant,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/arrogant/03451.mp4,03451.mp4
arrogant,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/arrogant/03457.mp4,03457.mp4
arrogant,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/arrogant/03449.mp4,03449.mp4
role,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/role/48408.mp4,48408.mp4
role,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/role/48404.mp4,48404.mp4
role,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/role/48407.mp4,48407.mp4
role,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/role/48411.mp4,48411.mp4
role,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/role/48405.mp4,48405.mp4
role,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/role/48406.mp4,48406.mp4
director,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/director/65484.mp4,65484.mp4
director,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/director/16383.mp4,16383.mp4
director,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/director/16384.mp4,16384.mp4
director,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/director/16386.mp4,16386.mp4
remove,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/remove/47244.mp4,47244.mp4
remove,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/remove/47239.mp4,47239.mp4
remove,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/remove/47242.mp4,47242.mp4
remove,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/remove/47238.mp4,47238.mp4
remove,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/remove/66390.mp4,66390.mp4
remove,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/remove/47237.mp4,47237.mp4
remove,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/remove/47240.mp4,47240.mp4
alligator,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/alligator/02009.mp4,02009.mp4
alligator,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/alligator/02010.mp4,02010.mp4
alligator,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/alligator/02008.mp4,02008.mp4
alligator,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/alligator/02012.mp4,02012.mp4
alligator,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/alligator/02014.mp4,02014.mp4
discount,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/discount/16546.mp4,16546.mp4
discount,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/discount/16542.mp4,16542.mp4
discount,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/discount/16544.mp4,16544.mp4
discount,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/discount/16543.mp4,16543.mp4
discount,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/discount/16541.mp4,16541.mp4
flood,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/flood/22483.mp4,22483.mp4
flood,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/flood/22489.mp4,22489.mp4
flood,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/flood/22485.mp4,22485.mp4
flood,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/flood/22481.mp4,22481.mp4
part,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/part/41262.mp4,41262.mp4
part,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/part/41263.mp4,41263.mp4
part,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/part/41267.mp4,41267.mp4
part,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/part/41265.mp4,41265.mp4
calculator,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/calculator/08641.mp4,08641.mp4
calculator,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/calculator/08639.mp4,08639.mp4
calculator,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/calculator/08636.mp4,08636.mp4
calculator,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/calculator/08637.mp4,08637.mp4
calculator,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/calculator/08635.mp4,08635.mp4
sound,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/sound/53416.mp4,53416.mp4
sound,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/sound/53415.mp4,53415.mp4
sound,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/sound/53414.mp4,53414.mp4
sound,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/sound/53420.mp4,53420.mp4
sound,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/sound/53417.mp4,53417.mp4
sound,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/sound/66537.mp4,66537.mp4
sound,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/sound/53423.mp4,53423.mp4
spider,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/spider/66546.mp4,66546.mp4
spider,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/spider/53831.mp4,53831.mp4
spider,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/spider/53825.mp4,53825.mp4
spider,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/spider/53829.mp4,53829.mp4
spider,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/spider/53827.mp4,53827.mp4
spider,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/spider/53826.mp4,53826.mp4
pass,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/pass/41357.mp4,41357.mp4
pass,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/pass/41352.mp4,41352.mp4
pass,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/pass/41356.mp4,41356.mp4
pass,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/pass/41365.mp4,41365.mp4
pass,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/pass/41350.mp4,41350.mp4
pass,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/pass/66267.mp4,66267.mp4
pass,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/pass/41364.mp4,41364.mp4
balance,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/balance/04802.mp4,04802.mp4
balance,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/balance/04796.mp4,04796.mp4
balance,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/balance/04798.mp4,04798.mp4
balance,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/balance/04801.mp4,04801.mp4
balance,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/balance/04795.mp4,04795.mp4
balance,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/balance/65129.mp4,65129.mp4
balance,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/balance/04797.mp4,04797.mp4
balance,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/balance/04803.mp4,04803.mp4
balance,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/balance/04799.mp4,04799.mp4
balance,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/balance/04806.mp4,04806.mp4
simple,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/simple/51757.mp4,51757.mp4
simple,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/simple/51751.mp4,51751.mp4
simple,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/simple/51750.mp4,51750.mp4
simple,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/simple/51755.mp4,51755.mp4
simple,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/simple/51753.mp4,51753.mp4
simple,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/simple/51749.mp4,51749.mp4
conversation,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13093.mp4,13093.mp4
conversation,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13095.mp4,13095.mp4
conversation,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13087.mp4,13087.mp4
conversation,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13090.mp4,13090.mp4
conversation,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13094.mp4,13094.mp4
conversation,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13091.mp4,13091.mp4
conversation,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13089.mp4,13089.mp4
piano,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/piano/42566.mp4,42566.mp4
piano,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/piano/42569.mp4,42569.mp4
piano,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/piano/42567.mp4,42567.mp4
piano,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/piano/42565.mp4,42565.mp4
piano,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/piano/42571.mp4,42571.mp4
ask,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/ask/03607.mp4,03607.mp4
ask,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/ask/03605.mp4,03605.mp4
ask,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/ask/03603.mp4,03603.mp4
ask,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/ask/03595.mp4,03595.mp4
ask,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/ask/03598.mp4,03598.mp4
ask,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/ask/03597.mp4,03597.mp4
ask,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/ask/65101.mp4,65101.mp4
small,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/small/52552.mp4,52552.mp4
small,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/small/52560.mp4,52560.mp4
small,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/small/52556.mp4,52556.mp4
small,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/small/52566.mp4,52566.mp4
small,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/small/52555.mp4,52555.mp4
small,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/small/52551.mp4,52551.mp4
small,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/small/52557.mp4,52557.mp4
small,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/small/52554.mp4,52554.mp4
come,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/come/11877.mp4,11877.mp4
come,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/come/11876.mp4,11876.mp4
come,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/come/11882.mp4,11882.mp4
come,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/come/11878.mp4,11878.mp4
come,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/come/11884.mp4,11884.mp4
come,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/come/69275.mp4,69275.mp4
throat,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/throat/58258.mp4,58258.mp4
throat,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/throat/58256.mp4,58256.mp4
throat,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/throat/58253.mp4,58253.mp4
throat,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/throat/58254.mp4,58254.mp4
throat,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/throat/58252.mp4,58252.mp4
blood,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/blood/65212.mp4,65212.mp4
blood,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/blood/06738.mp4,06738.mp4
blood,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/blood/06733.mp4,06733.mp4
blood,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/blood/06736.mp4,06736.mp4
blood,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/blood/06734.mp4,06734.mp4
metal,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/metal/35807.mp4,35807.mp4
metal,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/metal/35798.mp4,35798.mp4
metal,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/metal/35799.mp4,35799.mp4
metal,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/metal/35804.mp4,35804.mp4
continue,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/continue/12973.mp4,12973.mp4
continue,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/continue/12970.mp4,12970.mp4
continue,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/continue/12972.mp4,12972.mp4
continue,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/continue/12977.mp4,12977.mp4
continue,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/continue/12968.mp4,12968.mp4
continue,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/continue/12971.mp4,12971.mp4
continue,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/continue/12969.mp4,12969.mp4
road,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/road/48279.mp4,48279.mp4
road,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/road/48277.mp4,48277.mp4
road,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/road/48273.mp4,48273.mp4
road,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/road/48274.mp4,48274.mp4
cent,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/cent/09740.mp4,09740.mp4
cent,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/cent/09736.mp4,09736.mp4
cent,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/cent/09742.mp4,09742.mp4
cent,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/cent/09738.mp4,09738.mp4
cent,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/cent/65323.mp4,65323.mp4
cent,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/cent/09735.mp4,09735.mp4
cent,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/cent/09739.mp4,09739.mp4
cent,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/cent/09737.mp4,09737.mp4
joy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/joy/31233.mp4,31233.mp4
joy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/joy/31237.mp4,31237.mp4
joy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/joy/31236.mp4,31236.mp4
joy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/joy/31239.mp4,31239.mp4
joy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/joy/31232.mp4,31232.mp4
chocolate,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/10581.mp4,10581.mp4
chocolate,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/65354.mp4,65354.mp4
chocolate,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/10580.mp4,10580.mp4
chocolate,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/10583.mp4,10583.mp4
chocolate,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/10587.mp4,10587.mp4
chocolate,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/10579.mp4,10579.mp4
switzerland,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56429.mp4,56429.mp4
switzerland,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56427.mp4,56427.mp4
switzerland,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56425.mp4,56425.mp4
switzerland,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56424.mp4,56424.mp4
switzerland,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56423.mp4,56423.mp4
switzerland,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56426.mp4,56426.mp4
someday,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/someday/53198.mp4,53198.mp4
someday,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/someday/53199.mp4,53199.mp4
someday,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/someday/53200.mp4,53200.mp4
someday,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/someday/53203.mp4,53203.mp4
someday,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/someday/53196.mp4,53196.mp4
destroy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15831.mp4,15831.mp4
destroy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15835.mp4,15835.mp4
destroy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/destroy/65471.mp4,65471.mp4
destroy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15827.mp4,15827.mp4
destroy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15826.mp4,15826.mp4
destroy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15829.mp4,15829.mp4
destroy,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15828.mp4,15828.mp4
not,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/not/38868.mp4,38868.mp4
not,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/not/38861.mp4,38861.mp4
not,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/not/38857.mp4,38857.mp4
not,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/not/38863.mp4,38863.mp4
not,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/not/38860.mp4,38860.mp4
not,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/not/38859.mp4,38859.mp4
not,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/not/38858.mp4,38858.mp4
body,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/body/06954.mp4,06954.mp4
body,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/body/65222.mp4,65222.mp4
body,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/body/06949.mp4,06949.mp4
body,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/body/06948.mp4,06948.mp4
body,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/body/69240.mp4,69240.mp4
body,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/body/06951.mp4,06951.mp4
vocabulary,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/vocabulary/61879.mp4,61879.mp4
vocabulary,/kaggle/input/sign-language-dataset-wlasl-videos/dataset/SL/vocabulary/61882.mp4,61882.mp4
