class,video_path,video_name
balance,/content/sign-language-dataset-wlasl-videos/dataset/SL/balance/04806.mp4,04806.mp4
simple,/content/sign-language-dataset-wlasl-videos/dataset/SL/simple/51757.mp4,51757.mp4
simple,/content/sign-language-dataset-wlasl-videos/dataset/SL/simple/51751.mp4,51751.mp4
simple,/content/sign-language-dataset-wlasl-videos/dataset/SL/simple/51750.mp4,51750.mp4
simple,/content/sign-language-dataset-wlasl-videos/dataset/SL/simple/51755.mp4,51755.mp4
simple,/content/sign-language-dataset-wlasl-videos/dataset/SL/simple/51753.mp4,51753.mp4
simple,/content/sign-language-dataset-wlasl-videos/dataset/SL/simple/51749.mp4,51749.mp4
conversation,/content/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13093.mp4,13093.mp4
conversation,/content/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13095.mp4,13095.mp4
conversation,/content/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13087.mp4,13087.mp4
conversation,/content/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13090.mp4,13090.mp4
conversation,/content/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13094.mp4,13094.mp4
conversation,/content/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13091.mp4,13091.mp4
conversation,/content/sign-language-dataset-wlasl-videos/dataset/SL/conversation/13089.mp4,13089.mp4
piano,/content/sign-language-dataset-wlasl-videos/dataset/SL/piano/42566.mp4,42566.mp4
piano,/content/sign-language-dataset-wlasl-videos/dataset/SL/piano/42569.mp4,42569.mp4
piano,/content/sign-language-dataset-wlasl-videos/dataset/SL/piano/42567.mp4,42567.mp4
piano,/content/sign-language-dataset-wlasl-videos/dataset/SL/piano/42565.mp4,42565.mp4
piano,/content/sign-language-dataset-wlasl-videos/dataset/SL/piano/42571.mp4,42571.mp4
ask,/content/sign-language-dataset-wlasl-videos/dataset/SL/ask/03607.mp4,03607.mp4
ask,/content/sign-language-dataset-wlasl-videos/dataset/SL/ask/03605.mp4,03605.mp4
ask,/content/sign-language-dataset-wlasl-videos/dataset/SL/ask/03603.mp4,03603.mp4
ask,/content/sign-language-dataset-wlasl-videos/dataset/SL/ask/03595.mp4,03595.mp4
ask,/content/sign-language-dataset-wlasl-videos/dataset/SL/ask/03598.mp4,03598.mp4
ask,/content/sign-language-dataset-wlasl-videos/dataset/SL/ask/03597.mp4,03597.mp4
ask,/content/sign-language-dataset-wlasl-videos/dataset/SL/ask/65101.mp4,65101.mp4
small,/content/sign-language-dataset-wlasl-videos/dataset/SL/small/52552.mp4,52552.mp4
small,/content/sign-language-dataset-wlasl-videos/dataset/SL/small/52560.mp4,52560.mp4
small,/content/sign-language-dataset-wlasl-videos/dataset/SL/small/52556.mp4,52556.mp4
small,/content/sign-language-dataset-wlasl-videos/dataset/SL/small/52566.mp4,52566.mp4
small,/content/sign-language-dataset-wlasl-videos/dataset/SL/small/52555.mp4,52555.mp4
small,/content/sign-language-dataset-wlasl-videos/dataset/SL/small/52551.mp4,52551.mp4
small,/content/sign-language-dataset-wlasl-videos/dataset/SL/small/52557.mp4,52557.mp4
small,/content/sign-language-dataset-wlasl-videos/dataset/SL/small/52554.mp4,52554.mp4
come,/content/sign-language-dataset-wlasl-videos/dataset/SL/come/11877.mp4,11877.mp4
come,/content/sign-language-dataset-wlasl-videos/dataset/SL/come/11876.mp4,11876.mp4
come,/content/sign-language-dataset-wlasl-videos/dataset/SL/come/11882.mp4,11882.mp4
come,/content/sign-language-dataset-wlasl-videos/dataset/SL/come/11878.mp4,11878.mp4
come,/content/sign-language-dataset-wlasl-videos/dataset/SL/come/11884.mp4,11884.mp4
come,/content/sign-language-dataset-wlasl-videos/dataset/SL/come/69275.mp4,69275.mp4
throat,/content/sign-language-dataset-wlasl-videos/dataset/SL/throat/58258.mp4,58258.mp4
throat,/content/sign-language-dataset-wlasl-videos/dataset/SL/throat/58256.mp4,58256.mp4
throat,/content/sign-language-dataset-wlasl-videos/dataset/SL/throat/58253.mp4,58253.mp4
throat,/content/sign-language-dataset-wlasl-videos/dataset/SL/throat/58254.mp4,58254.mp4
throat,/content/sign-language-dataset-wlasl-videos/dataset/SL/throat/58252.mp4,58252.mp4
blood,/content/sign-language-dataset-wlasl-videos/dataset/SL/blood/65212.mp4,65212.mp4
blood,/content/sign-language-dataset-wlasl-videos/dataset/SL/blood/06738.mp4,06738.mp4
blood,/content/sign-language-dataset-wlasl-videos/dataset/SL/blood/06733.mp4,06733.mp4
blood,/content/sign-language-dataset-wlasl-videos/dataset/SL/blood/06736.mp4,06736.mp4
blood,/content/sign-language-dataset-wlasl-videos/dataset/SL/blood/06734.mp4,06734.mp4
metal,/content/sign-language-dataset-wlasl-videos/dataset/SL/metal/35807.mp4,35807.mp4
metal,/content/sign-language-dataset-wlasl-videos/dataset/SL/metal/35798.mp4,35798.mp4
metal,/content/sign-language-dataset-wlasl-videos/dataset/SL/metal/35799.mp4,35799.mp4
metal,/content/sign-language-dataset-wlasl-videos/dataset/SL/metal/35804.mp4,35804.mp4
continue,/content/sign-language-dataset-wlasl-videos/dataset/SL/continue/12973.mp4,12973.mp4
continue,/content/sign-language-dataset-wlasl-videos/dataset/SL/continue/12970.mp4,12970.mp4
continue,/content/sign-language-dataset-wlasl-videos/dataset/SL/continue/12972.mp4,12972.mp4
continue,/content/sign-language-dataset-wlasl-videos/dataset/SL/continue/12977.mp4,12977.mp4
continue,/content/sign-language-dataset-wlasl-videos/dataset/SL/continue/12968.mp4,12968.mp4
continue,/content/sign-language-dataset-wlasl-videos/dataset/SL/continue/12971.mp4,12971.mp4
continue,/content/sign-language-dataset-wlasl-videos/dataset/SL/continue/12969.mp4,12969.mp4
road,/content/sign-language-dataset-wlasl-videos/dataset/SL/road/48279.mp4,48279.mp4
road,/content/sign-language-dataset-wlasl-videos/dataset/SL/road/48277.mp4,48277.mp4
road,/content/sign-language-dataset-wlasl-videos/dataset/SL/road/48273.mp4,48273.mp4
road,/content/sign-language-dataset-wlasl-videos/dataset/SL/road/48274.mp4,48274.mp4
cent,/content/sign-language-dataset-wlasl-videos/dataset/SL/cent/09740.mp4,09740.mp4
cent,/content/sign-language-dataset-wlasl-videos/dataset/SL/cent/09736.mp4,09736.mp4
cent,/content/sign-language-dataset-wlasl-videos/dataset/SL/cent/09742.mp4,09742.mp4
cent,/content/sign-language-dataset-wlasl-videos/dataset/SL/cent/09738.mp4,09738.mp4
cent,/content/sign-language-dataset-wlasl-videos/dataset/SL/cent/65323.mp4,65323.mp4
cent,/content/sign-language-dataset-wlasl-videos/dataset/SL/cent/09735.mp4,09735.mp4
cent,/content/sign-language-dataset-wlasl-videos/dataset/SL/cent/09739.mp4,09739.mp4
cent,/content/sign-language-dataset-wlasl-videos/dataset/SL/cent/09737.mp4,09737.mp4
joy,/content/sign-language-dataset-wlasl-videos/dataset/SL/joy/31233.mp4,31233.mp4
joy,/content/sign-language-dataset-wlasl-videos/dataset/SL/joy/31237.mp4,31237.mp4
joy,/content/sign-language-dataset-wlasl-videos/dataset/SL/joy/31236.mp4,31236.mp4
joy,/content/sign-language-dataset-wlasl-videos/dataset/SL/joy/31239.mp4,31239.mp4
joy,/content/sign-language-dataset-wlasl-videos/dataset/SL/joy/31232.mp4,31232.mp4
chocolate,/content/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/10581.mp4,10581.mp4
chocolate,/content/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/65354.mp4,65354.mp4
chocolate,/content/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/10580.mp4,10580.mp4
chocolate,/content/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/10583.mp4,10583.mp4
chocolate,/content/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/10587.mp4,10587.mp4
chocolate,/content/sign-language-dataset-wlasl-videos/dataset/SL/chocolate/10579.mp4,10579.mp4
switzerland,/content/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56429.mp4,56429.mp4
switzerland,/content/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56427.mp4,56427.mp4
switzerland,/content/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56425.mp4,56425.mp4
switzerland,/content/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56424.mp4,56424.mp4
switzerland,/content/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56423.mp4,56423.mp4
switzerland,/content/sign-language-dataset-wlasl-videos/dataset/SL/switzerland/56426.mp4,56426.mp4
someday,/content/sign-language-dataset-wlasl-videos/dataset/SL/someday/53198.mp4,53198.mp4
someday,/content/sign-language-dataset-wlasl-videos/dataset/SL/someday/53199.mp4,53199.mp4
someday,/content/sign-language-dataset-wlasl-videos/dataset/SL/someday/53200.mp4,53200.mp4
someday,/content/sign-language-dataset-wlasl-videos/dataset/SL/someday/53203.mp4,53203.mp4
someday,/content/sign-language-dataset-wlasl-videos/dataset/SL/someday/53196.mp4,53196.mp4
destroy,/content/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15831.mp4,15831.mp4
destroy,/content/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15835.mp4,15835.mp4
destroy,/content/sign-language-dataset-wlasl-videos/dataset/SL/destroy/65471.mp4,65471.mp4
destroy,/content/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15827.mp4,15827.mp4
destroy,/content/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15826.mp4,15826.mp4
destroy,/content/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15829.mp4,15829.mp4
destroy,/content/sign-language-dataset-wlasl-videos/dataset/SL/destroy/15828.mp4,15828.mp4
not,/content/sign-language-dataset-wlasl-videos/dataset/SL/not/38868.mp4,38868.mp4
not,/content/sign-language-dataset-wlasl-videos/dataset/SL/not/38861.mp4,38861.mp4
not,/content/sign-language-dataset-wlasl-videos/dataset/SL/not/38857.mp4,38857.mp4
not,/content/sign-language-dataset-wlasl-videos/dataset/SL/not/38863.mp4,38863.mp4
not,/content/sign-language-dataset-wlasl-videos/dataset/SL/not/38860.mp4,38860.mp4
not,/content/sign-language-dataset-wlasl-videos/dataset/SL/not/38859.mp4,38859.mp4
not,/content/sign-language-dataset-wlasl-videos/dataset/SL/not/38858.mp4,38858.mp4
body,/content/sign-language-dataset-wlasl-videos/dataset/SL/body/06954.mp4,06954.mp4
body,/content/sign-language-dataset-wlasl-videos/dataset/SL/body/65222.mp4,65222.mp4
body,/content/sign-language-dataset-wlasl-videos/dataset/SL/body/06949.mp4,06949.mp4
body,/content/sign-language-dataset-wlasl-videos/dataset/SL/body/06948.mp4,06948.mp4
body,/content/sign-language-dataset-wlasl-videos/dataset/SL/body/69240.mp4,69240.mp4
body,/content/sign-language-dataset-wlasl-videos/dataset/SL/body/06951.mp4,06951.mp4
vocabulary,/content/sign-language-dataset-wlasl-videos/dataset/SL/vocabulary/61879.mp4,61879.mp4
vocabulary,/content/sign-language-dataset-wlasl-videos/dataset/SL/vocabulary/61882.mp4,61882.mp4
vocabulary,/content/sign-language-dataset-wlasl-videos/dataset/SL/vocabulary/66735.mp4,66735.mp4
vocabulary,/content/sign-language-dataset-wlasl-videos/dataset/SL/vocabulary/61885.mp4,61885.mp4
vocabulary,/content/sign-language-dataset-wlasl-videos/dataset/SL/vocabulary/61881.mp4,61881.mp4
vocabulary,/content/sign-language-dataset-wlasl-videos/dataset/SL/vocabulary/61889.mp4,61889.mp4
vocabulary,/content/sign-language-dataset-wlasl-videos/dataset/SL/vocabulary/61886.mp4,61886.mp4
medicine,/content/sign-language-dataset-wlasl-videos/dataset/SL/medicine/35455.mp4,35455.mp4
medicine,/content/sign-language-dataset-wlasl-videos/dataset/SL/medicine/35467.mp4,35467.mp4
medicine,/content/sign-language-dataset-wlasl-videos/dataset/SL/medicine/35452.mp4,35452.mp4
medicine,/content/sign-language-dataset-wlasl-videos/dataset/SL/medicine/35458.mp4,35458.mp4
medicine,/content/sign-language-dataset-wlasl-videos/dataset/SL/medicine/66111.mp4,66111.mp4
medicine,/content/sign-language-dataset-wlasl-videos/dataset/SL/medicine/35456.mp4,35456.mp4
medicine,/content/sign-language-dataset-wlasl-videos/dataset/SL/medicine/35454.mp4,35454.mp4
medicine,/content/sign-language-dataset-wlasl-videos/dataset/SL/medicine/35453.mp4,35453.mp4
brush,/content/sign-language-dataset-wlasl-videos/dataset/SL/brush/08005.mp4,08005.mp4
brush,/content/sign-language-dataset-wlasl-videos/dataset/SL/brush/65265.mp4,65265.mp4
brush,/content/sign-language-dataset-wlasl-videos/dataset/SL/brush/08012.mp4,08012.mp4
brush,/content/sign-language-dataset-wlasl-videos/dataset/SL/brush/08006.mp4,08006.mp4
brush,/content/sign-language-dataset-wlasl-videos/dataset/SL/brush/08001.mp4,08001.mp4
brush,/content/sign-language-dataset-wlasl-videos/dataset/SL/brush/08000.mp4,08000.mp4
brush,/content/sign-language-dataset-wlasl-videos/dataset/SL/brush/65264.mp4,65264.mp4
brush,/content/sign-language-dataset-wlasl-videos/dataset/SL/brush/08002.mp4,08002.mp4
stress,/content/sign-language-dataset-wlasl-videos/dataset/SL/stress/66570.mp4,66570.mp4
stress,/content/sign-language-dataset-wlasl-videos/dataset/SL/stress/55179.mp4,55179.mp4
stress,/content/sign-language-dataset-wlasl-videos/dataset/SL/stress/55182.mp4,55182.mp4
stress,/content/sign-language-dataset-wlasl-videos/dataset/SL/stress/55184.mp4,55184.mp4
stress,/content/sign-language-dataset-wlasl-videos/dataset/SL/stress/55181.mp4,55181.mp4
stress,/content/sign-language-dataset-wlasl-videos/dataset/SL/stress/55178.mp4,55178.mp4
stress,/content/sign-language-dataset-wlasl-videos/dataset/SL/stress/55177.mp4,55177.mp4
